popwght,state,nielsen,region,division,ownhome,mstatus,emply,age,age2,educ,income,d3_a,sex,sumo8
1.629,DC,A,South,South Atlantic,Rented,Married,Part-time,63, ,Graduated college,Refused,Very liberal,Male,Mushrooms
0.2625,HI,C,West,Pacific,Owned,Divorced,Part-time,72, ,Graduated college,"$15,000 but less than $25,000",Somewhat liberal,Male,Sausage
0.7493,OH,D,North Central,East North Central,Owned,Married,Retired,70, ,High school graduate,"$15,000 but less than $25,000",Very conservative,Male,Pepperoni
0.25,OH,D,North Central,East North Central,Owned,Divorced,Retired,87, ,High school graduate,Refused,Don't know,Female,Onions
0.3994,OH,A,North Central,East North Central,Owned,Married,Retired,68, ,Graduate school or more,"$75,000 but less than $100,000",Moderate,Male,Sausage
0.6145,WA,D,West,Pacific,Owned,Married,Full-time,56, ,Some college,"$25,000 but less than $30,000",Very conservative,Female,Mushrooms
0.47,NC,B,South,South Atlantic,Owned,Separated,Retired,76, ,Less than high school graduate,"$25,000 but less than $30,000",Very conservative,Male,Don't eat pizza
0.8703,OH,B,North Central,East North Central,Owned,Married,Full-time,55, ,Graduated college,"Less than $15,000",Somewhat conservative,Female,Don't know/no answer
0.8366,TX,A,South,West South Central,Owned,Married,Retired,66, ,High school graduate,"$40,000 but less than $50,000",Very conservative,Male,Sausage
0.7291,DE,C,South,South Atlantic,Rented,Married,Part-time,74, ,Some college,"$75,000 but less than $100,000",Somewhat liberal,Female,Pepperoni
0.704,GA,C,South,South Atlantic,Owned,Married,Disabled/Handicapped,61, ,High school graduate,"$50,000 but less than $75,000",Somewhat conservative,Female,Pepperoni
1.6126,LA,D,South,West South Central,Rented,Married,Disabled/Handicapped,40, ,Some college,"$15,000 but less than $25,000",Moderate,Male,Pepperoni
0.3171,MO,D,North Central,West North Central,Owned,Divorced,Retired,60, ,Some college,"Less than $15,000",Somewhat liberal,Female,Mushrooms
0.8012,WI,C,North Central,East North Central,Owned,Married,Retired,64, ,Some college,"$50,000 but less than $75,000",Very conservative,Male,Pepperoni
0.3047,MO,A,North Central,West North Central,Owned,Widowed,Retired,84, ,Graduate school or more,"$50,000 but less than $75,000",Moderate,Female,Don't know/no answer
0.3872,IN,A,North Central,East North Central,Owned,Widowed,Retired,68, ,Some college,"$40,000 but less than $50,000",Moderate,Male,Sausage
1.3556,CA,B,West,Pacific,Rented,Married,Part-time,30, ,High school graduate,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
0.5594,LA,B,South,West South Central,Owned,Married,Retired,62, ,Graduated college,"$250,000 or more",Very conservative,Male,Pepperoni
1.3054,TX,D,South,West South Central,Owned,Married,Retired,52, ,Graduate school or more,Refused,Very liberal,Male,Pepperoni
0.25,PA,D,North East,Mid Atlantic,Owned,Separated,Retired,74, ,High school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Pepperoni
0.5806,AZ,C,West,Mountain,Owned,"Single, that is never married",Retired,60, ,Less than high school graduate,"$25,000 but less than $30,000",Very conservative,Male,Pepperoni
0.8138,FL,A,South,South Atlantic,Owned,"Single, that is never married",Part-time,18, ,Less than high school graduate,"$100,000 to under $150,000",Somewhat conservative,Male,Pepperoni
0.6863,NC,B,South,South Atlantic,Rented,Married,Disabled/Handicapped,56, ,High school graduate,"Less than $15,000",Very conservative,Female,Pepperoni
0.4049,TN,B,South,East South Central,Owned,"Single, that is never married",Temporarily unemployed,23, ,High school graduate,"$75,000 but less than $100,000",Very conservative,Male,Sausage
1.0859,OK,D,South,West South Central,Owned,Widowed,Disabled/Handicapped,61, ,Less than high school graduate,"$50,000 but less than $100,000 (Unspecified)",Somewhat conservative,Male,Mushrooms
0.5007,AR,D,South,West South Central,Owned,Married,Retired,67, ,Graduated college,Refused,Somewhat conservative,Male,Pepperoni
1.4952,KS,B,North Central,West North Central,Owned,Married,Full-time,40, ,Graduate school or more,Refused,Somewhat conservative,Male,Onions
0.4271,NC,B,South,South Atlantic,Rented,Divorced,Full-time,59, ,High school graduate,"$40,000 but less than $50,000",Somewhat liberal,Male,Pepperoni
0.6305,PA,C,North East,Mid Atlantic,Owned,Married,Full-time,56, ,Technical school/other,"$100,000 to under $150,000",Moderate,Male,Pepperoni
0.4057,CA,C,West,Pacific,Owned,"Single, living with a partner",Retired,84, ,Graduate school or more,"$75,000 but less than $100,000",Somewhat conservative,Male,Pepperoni
0.6493,WA,B,West,Pacific,Owned,Married,Full-time,59, ,High school graduate,"$200,000 to under $250,000",Moderate,Male,Sausage
0.9958,NC,D,South,South Atlantic,Owned,Married,Part-time,Refused,65+,Less than high school graduate,"$25,000 but less than $30,000",Moderate,Male,Sausage
0.7715,OH,D,North Central,East North Central,Owned,Married,Part-time,67, ,High school graduate,"$25,000 but less than $30,000",Very conservative,Male,Onions
0.6722,FL,A,South,South Atlantic,Rented,"Single, that is never married",Part-time,20, ,High school graduate,"$15,000 but less than $25,000",Moderate,Male,Pepperoni
0.4029,NC,D,South,South Atlantic,Rented,"Single, that is never married",Part-time,28, ,Graduated college,"$100,000 and over (Unspecified)",Very liberal,Female,Sausage
1.3315,VA,A,South,South Atlantic,Owned,Married,Full-time,53, ,Graduate school or more,"$200,000 to under $250,000",Moderate,Male,Pepperoni
0.2928,FL,B,South,South Atlantic,Owned,Divorced,Part-time,65, ,Graduated college,Refused,Very conservative,Female,Pepperoni
1.0056,PA,A,North East,Mid Atlantic,Owned,Married,Full-time,27, ,Some college,"$30,000 but less than $40,000",Moderate,Male,Pepperoni
2.0628,MD,A,South,South Atlantic,Rented,"Single, that is never married",Full-time,30, ,Graduated college,"$30,000 but less than $40,000",Moderate,Female,Don't eat pizza
1.3785,PA,B,North East,Mid Atlantic,Owned,Married,Full-time,56, ,High school graduate,"$40,000 but less than $50,000",Somewhat liberal,Male,Sausage
3.0797,KY,B,South,East South Central,Rented,Married,Part-time,58, ,Less than high school graduate,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
3.5473,CA,A,West,Pacific,Rented,Married,Full-time,31, ,Graduate school or more,Refused,Moderate,Male,Pepperoni
0.25,OH,A,North Central,East North Central,Owned,Widowed,Retired,65, ,Graduated college,Refused,Somewhat liberal,Male,Pepperoni
0.8316,PA,B,North East,Mid Atlantic,Owned,"Single, living with a partner",Full-time,50, ,Some college,"$100,000 and over (Unspecified)",Somewhat conservative,Female,Pepperoni
0.5882,GA,A,South,South Atlantic,Owned,Divorced,Full-time,55, ,Graduated college,"$75,000 but less than $100,000",Very conservative,Male,Mushrooms
0.8876,OH,B,North Central,East North Central,Owned,Married,Full-time,45, ,Graduated college,"$75,000 but less than $100,000",Very conservative,Female,Mushrooms
0.8725,AR,D,South,West South Central,Rented,Separated,Disabled/Handicapped,63, ,High school graduate,"Less than $15,000",Very liberal,Male,Sausage
0.4143,IA,D,North Central,West North Central,Rented,Divorced,Full-time,61, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Sausage
1.0887,TN,B,South,East South Central,Owned,Married,Disabled/Handicapped,50, ,Graduated college,"$75,000 but less than $100,000",Somewhat liberal,Female,Onions
1.214,AR,B,South,West South Central,Rented,"Single, that is never married",Full-time,Refused,18-29,High school graduate,Refused,Moderate,Male,Sausage
0.8621,NE,D,North Central,West North Central,Rented,"Single, that is never married",Full-time,23, ,Some college,"$25,000 but less than $30,000",Moderate,Male,Pepperoni
1.585,IA,B,North Central,West North Central,Rented,"Single, that is never married",Full-time,33, ,Graduated college,"$50,000 but less than $75,000",Moderate,Male,Mushrooms
1.7745,ND,C,North Central,West North Central,Rented,"Single, living with a partner",Full-time,23, ,High school graduate,"$50,000 but less than $75,000",Moderate,Female,Pepperoni
0.3959,TN,D,South,East South Central,Owned,Widowed,Retired,69, ,Less than high school graduate,"Less than $15,000",Very conservative,Male,Sausage
0.4967,TX,C,South,West South Central,Owned,"Single, that is never married",Part-time,74, ,Graduate school or more,"$25,000 but less than $30,000",Moderate,Female,Pepperoni
0.8419,KS,B,North Central,West North Central,Owned,Divorced,Full-time,50, ,Technical school/other,"$50,000 but less than $75,000",Somewhat conservative,Female,Sausage
0.6669,TX,A,South,West South Central,Owned,Married,Retired,74, ,High school graduate,"$50,000 but less than $75,000",Very conservative,Female,Onions
2.1832,IL,A,North Central,East North Central,Rented,"Single, that is never married",Part-time,30, ,Graduate school or more,"$15,000 but less than $25,000",Somewhat liberal,Female,Mushrooms
0.698,AR,C,South,West South Central,Owned,Married,Retired,Refused,65+,Graduate school or more,Refused,Moderate,Female,Mushrooms
0.505,WI,B,North Central,East North Central,Owned,"Single, that is never married",Full-time,45, ,Graduated college,"$50,000 but less than $75,000",Very conservative,Male,Pepperoni
0.3808,IL,A,North Central,East North Central,Rented,"Single, that is never married",Part-time,19, ,High school graduate,"Less than $15,000",Moderate,Male,Pepperoni
1.4904,MO,A,North Central,West North Central,Owned,"Single, that is never married",Part-time,23, ,Graduated college,"$50,000 but less than $100,000 (Unspecified)",Moderate,Female,Pepperoni
1.0652,NE,B,North Central,West North Central,Rented,"Single, that is never married",Full-time,24, ,Some college,"$25,000 but less than $30,000",Don't know,Male,Pepperoni
0.9969,TN,B,South,East South Central,Rented,"Single, that is never married",Part-time,28, ,Graduated college,"$15,000 but less than $25,000",Very liberal,Male,Onions
0.2766,MN,A,North Central,West North Central,Owned,Married,Full-time,69, ,Some college,"$50,000 but less than $75,000",Very conservative,Male,Pepperoni
1.2675,LA,B,South,West South Central,Owned,Married,Full-time,63, ,Graduated college,"$100,000 to under $150,000",Somewhat liberal,Male,Pepperoni
0.5815,TX,C,South,West South Central,Owned,Married,Retired,65, ,High school graduate,"Less than $15,000",Refused,Female,Mushrooms
0.9472,TX,B,South,West South Central,Owned,"Single, that is never married",Full-time,18, ,High school graduate,"$75,000 but less than $100,000",Moderate,Male,Pepperoni
0.5839,TN,D,South,East South Central,Owned,Separated,Retired,69, ,Less than high school graduate,"Less than $15,000",Somewhat conservative,Male,Sausage
1.6561,TX,B,South,West South Central,Owned,"Single, that is never married",Full-time,23, ,Some college,"Less than $15,000",Somewhat conservative,Female,Pepperoni
0.7614,FL,A,South,South Atlantic,Owned,Married,Retired,55, ,Some college,"$50,000 but less than $75,000",Very liberal,Female,Don't know/no answer
1.5617,WI,B,North Central,East North Central,Owned,Married,Full-time,39, ,Some college,"$75,000 but less than $100,000",Somewhat conservative,Male,Sausage
0.9769,CA,B,West,Pacific,Rented,Widowed,Retired,74, ,High school graduate,"Less than $50,000 (Unspecified)",Very conservative,Female,Onions
0.9977,HI,B,West,Pacific,Rented,"Single, that is never married",Part-time,21, ,High school graduate,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
2.1003,CA,B,West,Pacific,Rented,"Single, that is never married",Temporarily unemployed,22, ,Some college,"Less than $15,000",Very conservative,Female,Pepperoni
2.1003,AZ,A,West,Mountain,Rented,"Single, living with a partner",Part-time,21, ,Some college,"Less than $15,000",Very liberal,Female,Mushrooms
0.4588,CA,B,West,Pacific,Owned,"Single, living with a partner",Full-time,50, ,High school graduate,"$50,000 but less than $75,000",Very liberal,Female,Sausage
1.1242,CA,B,West,Pacific,Rented,"Single, that is never married",Full-time,25, ,Graduated college,"$25,000 but less than $30,000",Somewhat conservative,Male,Sausage
0.6882,CA,A,West,Pacific,Owned,Married,Full-time,45, ,Graduated college,"$200,000 to under $250,000",Somewhat conservative,Female,Onions
1.7913,HI,B,West,Pacific,Rented,"Single, that is never married",Student,18, ,Less than high school graduate,"$15,000 but less than $25,000",Somewhat conservative,Female,Sausage
1.1475,CA,A,West,Pacific,Rented,"Single, that is never married",Part-time,18, ,High school graduate,"$50,000 but less than $75,000",Very liberal,Male,Mushrooms
1.1829,CA,A,West,Pacific,Rented,"Single, that is never married",Part-time,33, ,Technical school/other,"Less than $15,000",Refused,Male,Sausage
1.1611,WA,A,West,Pacific,Rented,"Single, that is never married",Temporarily unemployed,23, ,Graduated college,"$40,000 but less than $50,000",Moderate,Female,Pepperoni
0.8245,AK,D,West,Pacific,Owned,Married,Part-time,74, ,Some college,"$75,000 but less than $100,000",Moderate,Male,Pepperoni
0.7662,CA,A,West,Pacific,Rented,Married,Full-time,48, ,Some college,"$25,000 but less than $30,000",Moderate,Female,Pepperoni
0.9329,NV,B,West,Mountain,Owned,Married,Full-time,29, ,Graduated college,"$25,000 but less than $30,000",Somewhat conservative,Female,Pepperoni
1.2991,AZ,A,West,Mountain,Rented,"Single, that is never married",Full-time,21, ,Some college,"$50,000 but less than $75,000",Moderate,Male,Pepperoni
1.2735,OR,B,West,Pacific,Rented,Divorced,Full-time,51, ,Graduated college,"$15,000 but less than $25,000",Somewhat conservative,Male,Pepperoni
3.1436,CA,A,West,Pacific,Rented,Married,Full-time,37, ,Graduated college,"$200,000 to under $250,000",Moderate,Male,Pepperoni
0.8232,NY,A,North East,Mid Atlantic,Rented,"Single, living with a partner",Full-time,20, ,High school graduate,"$15,000 but less than $25,000",Very liberal,Female,Mushrooms
0.3961,CA,A,West,Pacific,Owned,Widowed,Retired,70, ,Graduated college,"$250,000 or more",Moderate,Male,Don't know/no answer
2.2626,CA,A,West,Pacific,Owned,"Single, that is never married",Full-time,28, ,Some college,"$40,000 but less than $50,000",Very liberal,Female,Pepperoni
0.9052,AK,C,West,Pacific,Owned,Divorced,Full-time,68, ,Graduate school or more,Refused,Somewhat liberal,Female,Don't eat pizza
0.9643,OR,D,West,Pacific,Rented,Widowed,Retired,65, ,Some college,"$25,000 but less than $30,000",Somewhat liberal,Female,Pepperoni
0.5874,NC,B,South,South Atlantic,Rented,"Single, living with a partner",Full-time,22, ,Some college,"$30,000 but less than $40,000",Somewhat conservative,Male,Pepperoni
1.5349,TN,C,South,East South Central,Rented,Married,Student,26, ,Graduated college,"$30,000 but less than $40,000",Somewhat conservative,Male,Onions
1.5108,FL,B,South,South Atlantic,Owned,Married,Retired,74, ,High school graduate,Refused,Somewhat conservative,Male,Sausage
0.5873,WI,C,North Central,East North Central,Owned,Divorced,Full-time,51, ,Graduate school or more,"$75,000 but less than $100,000",Somewhat conservative,Female,Sausage
2.5897,NJ,A,North East,Mid Atlantic,Owned,Married,Full-time,32, ,Graduated college,Refused,Somewhat liberal,Male,Pepperoni
1.4593,NY,A,North East,Mid Atlantic,Owned,Married,Disabled/Handicapped,58, ,Graduated college,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
1.1899,NY,A,North East,Mid Atlantic,Rented,Separated,Part-time,40, ,Less than high school graduate,"Less than $15,000",Somewhat liberal,Female,Mushrooms
1.8518,NY,A,North East,Mid Atlantic,Owned,Married,Full-time,35, ,Some college,"$100,000 to under $150,000",Somewhat conservative,Male,Pepperoni
2.4877,OH,B,North Central,East North Central,Rented,Married,Full-time,45, ,Some college,"$75,000 but less than $100,000",Somewhat liberal,Male,Pepperoni
0.7276,PA,D,North East,Mid Atlantic,Owned,Married,Retired,67, ,Some college,"$75,000 but less than $100,000",Moderate,Female,Pepperoni
0.869,TX,A,South,West South Central,Owned,Married,Retired,82, ,High school graduate,"$100,000 and over (Unspecified)",Moderate,Female,Mushrooms
1.8995,TX,C,South,West South Central,Rented,"Single, living with a partner",Part-time,18, ,Some college,"Less than $15,000",Somewhat liberal,Female,Pepperoni
1.3015,NY,A,North East,Mid Atlantic,Rented,"Single, that is never married",Student,21, ,High school graduate,"Less than $15,000",Moderate,Male,Sausage
1.2932,NY,A,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,19, ,High school graduate,"Less than $50,000 (Unspecified)",Moderate,Male,Pepperoni
0.6103,MD,A,South,South Atlantic,Owned,"Single, that is never married",Full-time,19, ,High school graduate,"$40,000 but less than $50,000",Moderate,Male,Sausage
0.9458,NY,A,North East,Mid Atlantic,Rented,Married,Full-time,40, ,Graduated college,"$50,000 but less than $75,000",Somewhat liberal,Male,Mushrooms
0.7116,TX,B,South,West South Central,Rented,Separated,Disabled/Handicapped,60, ,Less than high school graduate,"Less than $15,000",Somewhat conservative,Male,Pepperoni
0.3247,NC,B,South,South Atlantic,Owned,Married,Full-time,67, ,Graduated college,Refused,Somewhat conservative,Male,Pepperoni
2.314,MI,A,North Central,East North Central,Rented,"Single, that is never married",Part-time,19, ,Less than high school graduate,"$15,000 but less than $25,000",Moderate,Female,Sausage
0.9829,MA,A,North East,New England,Owned,"Single, that is never married",Part-time,19, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Female,Onions
3.0027,CO,B,West,Mountain,Rented,Married,Part-time,45, ,High school graduate,"$15,000 but less than $25,000",Very conservative,Male,Mushrooms
0.7739,VA,C,South,South Atlantic,Owned,Widowed,Retired,71, ,Less than high school graduate,"Less than $15,000",Moderate,Male,Onions
1.3577,NY,B,North East,Mid Atlantic,Owned,Married,Retired,66, ,High school graduate,Refused,Moderate,Female,Pepperoni
1.1949,IL,A,North Central,East North Central,Rented,"Single, that is never married",Full-time,28, ,High school graduate,"$25,000 but less than $30,000",Moderate,Male,Mushrooms
0.6748,OH,B,North Central,East North Central,Refused,Separated,Disabled/Handicapped,61, ,High school graduate,"Less than $15,000",Moderate,Female,Pepperoni
1.3055,NJ,A,North East,Mid Atlantic,Rented,"Single, living with a partner",Full-time,29, ,Graduated college,"$50,000 but less than $75,000",Moderate,Female,Don't know/no answer
1.2825,LA,B,South,West South Central,Rented,Widowed,Disabled/Handicapped,58, ,Some college,"Less than $15,000",Moderate,Female,Pepperoni
0.7372,NC,C,South,South Atlantic,Owned,Married,Full-time,Refused,50-64,Graduated college,"$50,000 but less than $75,000",Moderate,Male,Sausage
2.0908,NJ,A,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,26, ,High school graduate,"$30,000 but less than $40,000",Moderate,Female,Pepperoni
1.6628,CA,A,West,Pacific,Owned,Married,Full-time,45, ,High school graduate,"$40,000 but less than $50,000",Somewhat liberal,Male,Mushrooms
3.2017,NY,A,North East,Mid Atlantic,Rented,Married,Full-time,42, ,Graduate school or more,"$200,000 to under $250,000",Moderate,Male,Pepperoni
0.3525,WV,D,South,South Atlantic,Owned,Married,Retired,65, ,Some college,"$50,000 but less than $75,000",Moderate,Female,Mushrooms
0.6659,OH,A,North Central,East North Central,Owned,"Single, living with a partner",Full-time,18, ,High school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Pepperoni
2.6413,PA,B,North East,Mid Atlantic,Owned,Married,Full-time,42, ,Graduated college,"$30,000 but less than $40,000",Moderate,Male,Pepperoni
0.7866,NJ,A,North East,Mid Atlantic,Owned,Divorced,Full-time,38, ,Technical school/other,"$50,000 but less than $75,000",Moderate,Male,Mushrooms
1.0214,IL,A,North Central,East North Central,Rented,Married,Homemaker,45, ,High school graduate,"$25,000 but less than $30,000",Somewhat conservative,Female,Pepperoni
2.4375,WA,B,West,Pacific,Rented,Married,Full-time,27, ,Less than high school graduate,"$25,000 but less than $30,000",Somewhat conservative,Male,Mushrooms
1.3044,FL,B,South,South Atlantic,Owned,Widowed,Retired,Refused,50-64,Some college,"$15,000 but less than $25,000",Moderate,Female,Mushrooms
0.8867,IN,D,North Central,East North Central,Owned,Married,Full-time,50, ,Graduate school or more,"$75,000 but less than $100,000",Somewhat conservative,Female,Sausage
1.7305,MA,B,North East,New England,Rented,"Single, that is never married",Disabled/Handicapped,52, ,High school graduate,"Less than $15,000",Very liberal,Male,Mushrooms
0.3116,FL,C,South,South Atlantic,Rented,"Single, that is never married",Full-time,26, ,Some college,"$25,000 but less than $30,000",Moderate,Male,Pepperoni
1.024,MD,A,South,South Atlantic,Owned,"Single, that is never married",Full-time,57, ,Graduated college,"$100,000 to under $150,000",Very conservative,Male,Pepperoni
1.0438,GA,A,South,South Atlantic,Owned,Married,Part-time,70, ,Some college,"$40,000 but less than $50,000",Somewhat conservative,Male,Pepperoni
1.9861,FL,C,South,South Atlantic,Rented,Separated,Full-time,31, ,Some college,"$30,000 but less than $40,000",Moderate,Male,Pepperoni
0.7276,NJ,A,North East,Mid Atlantic,Owned,Married,Part-time,80, ,Technical school/other,Refused,Somewhat conservative,Female,Onions
0.9211,MS,B,South,East South Central,Owned,Divorced,Full-time,40, ,Graduate school or more,"$30,000 but less than $40,000",Moderate,Female,Pepperoni
0.5195,IL,A,North Central,East North Central,Rented,"Single, that is never married",Full-time,53, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Female,Mushrooms
1.3475,WA,A,West,Pacific,Owned,Married,Full-time,53, ,Some college,"$150,000 to under $200,000",Moderate,Female,Pepperoni
1.2284,TX,C,South,West South Central,Owned,Married,Full-time,62, ,Graduate school or more,"$150,000 to under $200,000",Somewhat conservative,Female,Sausage
0.5278,TN,B,South,East South Central,Owned,Married,Part-time,70, ,High school graduate,"$30,000 but less than $40,000",Very conservative,Female,Pepperoni
1.75,WI,B,North Central,East North Central,Rented,Married,Part-time,28, ,Graduate school or more,"$15,000 but less than $25,000",Somewhat liberal,Male,Onions
0.6831,MS,B,South,East South Central,Rented,Married,Full-time,40, ,Graduate school or more,"$30,000 but less than $40,000",Somewhat liberal,Male,Onions
0.3948,MO,C,North Central,West North Central,Owned,Divorced,Other not employed,48, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Male,Sausage
1.5159,WI,C,North Central,East North Central,Rented,"Single, that is never married",Full-time,23, ,Graduated college,"$40,000 but less than $50,000",Somewhat conservative,Female,Sausage
1.1268,TX,A,South,West South Central,Owned,Married,Full-time,53, ,High school graduate,"$50,000 but less than $75,000",Moderate,Female,Sausage
0.8983,OK,B,South,West South Central,Owned,"Single, that is never married",Student,19, ,High school graduate,"$250,000 or more",Moderate,Male,Sausage
0.7151,IL,A,North Central,East North Central,Owned,"Single, that is never married",Part-time,20, ,High school graduate,Don't know,Moderate,Male,Sausage
1.0859,TX,A,South,West South Central,Owned,Divorced,Disabled/Handicapped,58, ,Less than high school graduate,Don't know,Somewhat conservative,Male,Sausage
0.8268,IL,A,North Central,East North Central,Rented,"Single, living with a partner",Full-time,20, ,High school graduate,Don't know,Very liberal,Male,Pepperoni
1.3044,OK,B,South,West South Central,Rented,Divorced,Disabled/Handicapped,54, ,Some college,"Less than $15,000",Moderate,Female,Pepperoni
0.5069,MN,A,North Central,West North Central,Rented,Divorced,Full-time,63, ,Graduate school or more,"$50,000 but less than $75,000",Very liberal,Male,Sausage
1.3044,AR,C,South,West South Central,Rented,Divorced,Full-time,61, ,Technical school/other,"$30,000 but less than $40,000",Very conservative,Female,Pepperoni
2.7001,IL,B,North Central,East North Central,Owned,Married,Full-time,37, ,Graduate school or more,"$100,000 to under $150,000",Moderate,Male,Sausage
0.4759,WI,A,North Central,East North Central,Owned,Married,Full-time,61, ,Some college,"$50,000 but less than $100,000 (Unspecified)",Somewhat conservative,Female,Mushrooms
0.5175,WI,B,North Central,East North Central,Owned,Married,Retired,69, ,Some college,"$25,000 but less than $30,000",Somewhat conservative,Female,Pepperoni
1.2029,IL,A,North Central,East North Central,Owned,Divorced,Full-time,50, ,Some college,"$30,000 but less than $40,000",Moderate,Female,Pepperoni
0.3656,LA,C,South,West South Central,Rented,Divorced,Disabled/Handicapped,53, ,High school graduate,"Less than $15,000",Somewhat conservative,Female,Sausage
0.3534,NE,D,North Central,West North Central,Owned,Widowed,Retired,82, ,Some college,"$15,000 but less than $25,000",Somewhat conservative,Male,Sausage
2.6032,MO,B,North Central,West North Central,Refused,Separated,Temporarily unemployed,31, ,Less than high school graduate,"Less than $15,000",Very conservative,Female,Pepperoni
1.9213,UT,B,West,Mountain,Rented,Married,Full-time,42, ,Some college,"$40,000 but less than $50,000",Moderate,Female,Sausage
1.8552,CO,B,West,Mountain,Owned,"Single, that is never married",Full-time,24, ,High school graduate,"Less than $15,000",Moderate,Female,Pepperoni
1.8451,TX,B,South,West South Central,Rented,Married,Full-time,24, ,Some college,"$30,000 but less than $40,000",Somewhat conservative,Male,Pepperoni
2.1003,CO,B,West,Mountain,Rented,"Single, that is never married",Student,19, ,Some college,"$15,000 but less than $25,000",Somewhat liberal,Female,Pepperoni
0.5041,NM,C,West,Mountain,Owned,Widowed,Temporarily unemployed,61, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Female,Mushrooms
0.6457,HI,B,West,Pacific,Rented,Divorced,Retired,57, ,Some college,"$75,000 but less than $100,000",Moderate,Male,Pepperoni
0.4841,OR,C,West,Pacific,Owned,Married,Retired,71, ,Graduated college,"$100,000 to under $150,000",Very liberal,Male,Onions
1.9526,CA,A,West,Pacific,Rented,"Single, that is never married",Full-time,22, ,Graduated college,"$75,000 but less than $100,000",Very liberal,Female,Pepperoni
1.4558,UT,D,West,Mountain,Owned,Married,Full-time,65, ,Some college,"$50,000 but less than $75,000",Moderate,Female,Mushrooms
1.2792,CO,D,West,Mountain,Owned,Married,Full-time,62, ,Graduated college,"$30,000 but less than $40,000",Very conservative,Male,Pepperoni
0.4566,AK,D,West,Pacific,Owned,Married,Retired,78, ,Some college,"$100,000 to under $150,000",Somewhat conservative,Male,Pepperoni
2.3411,WA,C,West,Pacific,Rented,Married,Full-time,48, ,Graduated college,"$30,000 but less than $40,000",Somewhat conservative,Male,Sausage
0.6504,CA,A,West,Pacific,Owned,Divorced,Temporarily unemployed,50, ,Graduated college,"$100,000 to under $150,000",Moderate,Male,Pepperoni
1.0682,NV,B,West,Mountain,Rented,"Single, that is never married",Full-time,20, ,High school graduate,Don't know,Somewhat conservative,Male,Mushrooms
1.032,CO,B,West,Mountain,Owned,Married,Part-time,63, ,Some college,Refused,Somewhat conservative,Male,Pepperoni
3.4258,UT,D,West,Mountain,Owned,Married,Full-time,32, ,High school graduate,"$75,000 but less than $100,000",Somewhat conservative,Male,Mushrooms
2.7592,CA,A,West,Pacific,Owned,Married,Disabled/Handicapped,60, ,Some college,"$100,000 to under $150,000",Very conservative,Male,Don't know/no answer
2.0779,WA,A,West,Pacific,Owned,Married,Part-time,36, ,Graduate school or more,Refused,Very liberal,Female,Don't know/no answer
1.2333,CA,A,West,Pacific,Owned,Married,Part-time,47, ,Some college,"$50,000 but less than $75,000",Moderate,Female,Pepperoni
2.3657,CA,A,West,Pacific,Rented,Divorced,Full-time,34, ,Some college,"$50,000 but less than $75,000",Somewhat liberal,Male,Mushrooms
0.6008,OR,B,West,Pacific,Owned,Divorced,Retired,72, ,High school graduate,"$50,000 but less than $75,000",Refused,Male,Pepperoni
1.5002,WA,B,West,Pacific,Owned,Divorced,Disabled/Handicapped,54, ,Graduated college,Refused,Somewhat conservative,Male,Pepperoni
0.8789,HI,C,West,Pacific,Owned,"Single, that is never married",Retired,65, ,Graduated college,"$50,000 but less than $75,000",Moderate,Female,Mushrooms
0.592,NV,B,West,Mountain,Owned,Divorced,Retired,72, ,Graduated college,"$25,000 but less than $30,000",Somewhat conservative,Male,Pepperoni
1.7162,CA,A,West,Pacific,Rented,"Single, that is never married",Temporarily unemployed,18, ,Less than high school graduate,"Less than $15,000",Somewhat liberal,Male,Pepperoni
2.0497,CA,B,West,Pacific,Rented,"Single, that is never married",Temporarily unemployed,25, ,Less than high school graduate,"Less than $15,000",Don't know,Female,Mushrooms
2.2272,CA,A,West,Pacific,Rented,Married,Part-time,48, ,Some college,"$30,000 but less than $40,000",Moderate,Female,Sausage
1.2792,CA,A,West,Pacific,Owned,Married,Full-time,50, ,Graduated college,"$100,000 to under $150,000",Somewhat conservative,Male,Pepperoni
0.4011,CA,D,West,Pacific,Rented,Separated,Part-time,68, ,Less than high school graduate,"$25,000 but less than $30,000",Somewhat liberal,Female,Pepperoni
0.4885,OR,B,West,Pacific,Rented,Divorced,Retired,72, ,High school graduate,"Less than $15,000",Moderate,Female,Mushrooms
0.7494,CA,A,West,Pacific,Rented,Married,Retired,68, ,Graduated college,"$250,000 or more",Somewhat liberal,Female,Mushrooms
1.0201,NV,B,West,Mountain,Rented,Married,Part-time,23, ,Some college,"$15,000 but less than $25,000",Very conservative,Male,Pepperoni
