popwght,state,nielsen,region,division,ownhome,mstatus,emply,age,age2,educ,income,d3_a,sex,sumo8
0.7633,MA,A,North East,New England,Owned,Married,Retired,74, ,Graduate school or more,Refused,Very liberal,Female,Mushrooms
0.7677,FL,B,South,South Atlantic,Owned,Married,Retired,71, ,Graduated college,"$50,000 but less than $75,000",Very conservative,Male,Pepperoni
0.8642,MD,A,South,South Atlantic,Owned,"Single, that is never married",Full-time,57, ,Graduate school or more,"$200,000 to under $250,000",Moderate,Female,Onions
0.3304,MD,A,South,South Atlantic,Rented,Widowed,Temporarily unemployed,69, ,Graduate school or more,"$75,000 but less than $100,000",Somewhat liberal,Female,Onions
0.2608,IN,C,North Central,East North Central,Rented,Divorced,Disabled/Handicapped,57, ,High school graduate,"Less than $15,000",Somewhat conservative,Female,Mushrooms
0.4988,FL,B,South,South Atlantic,Rented,"Single, that is never married",Homemaker,28, ,High school graduate,"$15,000 but less than $25,000",Very liberal,Female,Don't know/no answer
1.8425,GA,D,South,South Atlantic,Owned,Married,Full-time,37, ,Graduate school or more,"$75,000 but less than $100,000",Somewhat conservative,Female,Pepperoni
0.3489,NY,B,North East,Mid Atlantic,Rented,"Single, that is never married",Retired,67, ,Refused,Refused,Somewhat liberal,Female,Don't know/no answer
0.2767,CO,B,West,Mountain,Owned,Divorced,Retired,82, ,High school graduate,"$15,000 but less than $25,000",Very conservative,Female,Mushrooms
1.0598,MI,A,North Central,East North Central,Rented,Married,Disabled/Handicapped,56, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Mushrooms
0.3955,CO,D,West,Mountain,Owned,Refused,Refused,Refused,50-64,Refused,Refused,Don't know,Male,Pepperoni
0.9339,SD,D,North Central,West North Central,Owned,Married,Retired,Refused,65+,Less than high school graduate,"$100,000 to under $150,000",Moderate,Male,Sausage
0.6772,PA,C,North East,Mid Atlantic,Owned,Married,Part-time,Refused,50-64,Graduate school or more,Refused,Somewhat conservative,Female,Sausage
0.25,UT,B,West,Mountain,Owned,Divorced,Full-time,67, ,Some college,"$50,000 but less than $75,000",Moderate,Female,Pepperoni
0.5333,IN,A,North Central,East North Central,Owned,Married,Full-time,72, ,High school graduate,Refused,Somewhat conservative,Female,Sausage
0.8996,TX,A,South,West South Central,Owned,"Single, living with a partner",Full-time,46, ,High school graduate,"$40,000 but less than $50,000",Moderate,Male,Sausage
1.5865,AR,D,South,West South Central,Rented,"Single, that is never married",Full-time,38, ,High school graduate,"$50,000 but less than $75,000",Moderate,Female,Sausage
0.8711,VT,C,North East,New England,Rented,Married,Retired,73, ,High school graduate,"$30,000 but less than $40,000",Very conservative,Male,Pepperoni
0.4315,NJ,A,North East,Mid Atlantic,Owned,Divorced,Full-time,60, ,Graduate school or more,"$100,000 to under $150,000",Moderate,Male,Pepperoni
0.9625,WY,D,West,Mountain,Owned,Married,Homemaker,55, ,Graduated college,Refused,Somewhat conservative,Female,Pepperoni
0.4366,IN,B,North Central,East North Central,Owned,Divorced,Retired,80, ,Technical school/other,"$15,000 but less than $25,000",Moderate,Female,Sausage
0.9081,CO,D,West,Mountain,Owned,Married,Homemaker,58, ,High school graduate,Refused,Somewhat conservative,Female,Pepperoni
0.2599,NY,B,North East,Mid Atlantic,Owned,"Single, that is never married",Retired,83, ,Some college,"$15,000 but less than $25,000",Somewhat conservative,Male,Pepperoni
0.42,MI,D,North Central,East North Central,Owned,Married,Retired,79, ,Some college,"$40,000 but less than $50,000",Moderate,Female,Pepperoni
0.7851,IN,D,North Central,East North Central,Rented,Married,Retired,90, ,Less than high school graduate,"$50,000 but less than $100,000 (Unspecified)",Moderate,Female,Pepperoni
0.2916,CA,A,West,Pacific,Owned,Widowed,Retired,72, ,Some college,"$25,000 but less than $30,000",Moderate,Male,Sausage
1.6543,NJ,A,North East,Mid Atlantic,Owned,Married,Full-time,44, ,Graduated college,"$150,000 to under $200,000",Somewhat liberal,Male,Mushrooms
1.2459,NM,C,West,Mountain,Owned,Married,Full-time,45, ,High school graduate,"$75,000 but less than $100,000",Somewhat liberal,Female,Pepperoni
0.6418,NY,C,North East,Mid Atlantic,Owned,Married,Full-time,60, ,Graduated college,"$75,000 but less than $100,000",Somewhat liberal,Female,Pepperoni
1.013,FL,B,South,South Atlantic,Owned,Married,Full-time,40, ,Graduate school or more,"$150,000 to under $200,000",Moderate,Male,Pepperoni
0.6691,FL,B,South,South Atlantic,Owned,Married,Retired,88, ,Graduated college,"$30,000 but less than $40,000",Don't know,Male,Mushrooms
0.8328,OH,D,North Central,East North Central,Owned,"Single, living with a partner",Full-time,45, ,Some college,"$30,000 but less than $40,000",Refused,Male,Pepperoni
0.7932,NH,A,North East,New England,Owned,Married,Disabled/Handicapped,54, ,Some college,"$75,000 but less than $100,000",Don't know,Female,Onions
0.6402,MO,A,North Central,West North Central,Owned,Married,Retired,68, ,Some college,Refused,Somewhat liberal,Female,Pepperoni
0.8703,IN,B,North Central,East North Central,Owned,Married,Homemaker,46, ,Graduated college,"$75,000 but less than $100,000",Moderate,Female,Pepperoni
0.9535,MN,A,North Central,West North Central,Owned,Married,Full-time,Refused,50-64,Graduated college,"$100,000 and over (Unspecified)",Moderate,Female,Pepperoni
0.2832,FL,B,South,South Atlantic,Owned,Divorced,Part-time,65, ,Graduate school or more,"$100,000 to under $150,000",Somewhat liberal,Female,Sausage
0.9658,WI,D,North Central,East North Central,Rented,Married,Part-time,36, ,Graduated college,"Less than $50,000 (Unspecified)",Very liberal,Male,Sausage
0.8344,WI,B,North Central,East North Central,Owned,Married,Retired,70, ,Technical school/other,"$50,000 but less than $75,000",Very conservative,Male,Sausage
1.2963,IL,A,North Central,East North Central,Owned,Married,Retired,60, ,Some college,"$100,000 to under $150,000",Moderate,Female,Sausage
0.5787,IA,D,North Central,West North Central,Owned,Married,Full-time,54, ,High school graduate,"$50,000 but less than $75,000",Somewhat conservative,Male,Sausage
0.8836,TX,A,South,West South Central,Owned,Married,Full-time,Refused,50-64,Graduated college,"$50,000 but less than $75,000",Moderate,Female,Don't eat pizza
0.6491,WI,B,North Central,East North Central,Owned,Married,Retired,80, ,Less than high school graduate,"$40,000 but less than $50,000",Somewhat liberal,Male,Sausage
0.4765,AL,C,South,East South Central,Owned,Married,Retired,55, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Female,Pepperoni
0.25,IN,A,North Central,East North Central,Owned,Divorced,Retired,70, ,Graduated college,"$30,000 but less than $40,000",Moderate,Female,Mushrooms
0.2772,LA,B,South,West South Central,Rented,Widowed,Disabled/Handicapped,67, ,Less than high school graduate,"Less than $15,000",Somewhat conservative,Female,Sausage
1.5357,IN,A,North Central,East North Central,Owned,Married,Homemaker,39, ,Graduated college,"$75,000 but less than $100,000",Don't know,Female,Sausage
0.8478,IA,B,North Central,West North Central,Owned,Married,Full-time,43, ,Graduate school or more,"$150,000 to under $200,000",Moderate,Male,Pepperoni
0.3715,MO,B,North Central,West North Central,Rented,Divorced,Part-time,68, ,Graduated college,"Less than $15,000",Somewhat liberal,Female,Sausage
0.6995,OK,B,South,West South Central,Owned,"Single, that is never married",Student,18, ,Less than high school graduate,Don't know,Very conservative,Female,Don't eat pizza
0.641,AL,D,South,East South Central,Owned,Divorced,Full-time,56, ,High school graduate,"$25,000 but less than $30,000",Very conservative,Male,Pepperoni
0.6565,WI,C,North Central,East North Central,Owned,Married,Retired,77, ,Graduate school or more,"$30,000 but less than $40,000",Somewhat conservative,Female,Pepperoni
0.2903,IL,A,North Central,East North Central,Rented,Divorced,Full-time,28, ,Graduated college,"$25,000 but less than $30,000",Somewhat liberal,Male,Pepperoni
0.5086,TN,B,South,East South Central,Owned,"Single, living with a partner",Full-time,54, ,High school graduate,"$75,000 but less than $100,000",Somewhat conservative,Male,Pepperoni
2.2196,SD,D,North Central,West North Central,Rented,Married,Homemaker,30, ,Less than high school graduate,"$25,000 but less than $30,000",Moderate,Female,Mushrooms
0.9535,MN,A,North Central,West North Central,Owned,Married,Part-time,Refused,50-64,Graduated college,Refused,Moderate,Female,Pepperoni
0.9743,AR,D,South,West South Central,Owned,Married,Full-time,50, ,Some college,"$25,000 but less than $30,000",Moderate,Male,Mushrooms
0.6486,KS,C,North Central,West North Central,Owned,Married,Retired,82, ,High school graduate,"Less than $15,000",Moderate,Female,Mushrooms
1.5617,KS,D,North Central,West North Central,Owned,Married,Full-time,36, ,Some college,"$40,000 but less than $50,000",Somewhat conservative,Male,Pepperoni
0.25,WA,C,West,Pacific,Owned,Widowed,Retired,88, ,Some college,Refused,Somewhat conservative,Female,Pepperoni
0.7456,NE,C,North Central,West North Central,Rented,Married,Student,34, ,Some college,"$30,000 but less than $40,000",Somewhat conservative,Male,Onions
0.7677,CA,D,West,Pacific,Owned,Married,Retired,67, ,Some college,"$40,000 but less than $50,000",Somewhat liberal,Female,Sausage
0.27,IA,C,North Central,West North Central,Owned,Widowed,Retired,Refused,65+,Graduated college,Refused,Somewhat liberal,Female,Onions
0.4099,WA,A,West,Pacific,Owned,Divorced,Part-time,78, ,Some college,"$30,000 but less than $40,000",Very liberal,Female,Pepperoni
1.1928,TX,B,South,West South Central,Rented,Married,Part-time,55, ,Graduated college,"$50,000 but less than $100,000 (Unspecified)",Somewhat conservative,Female,Pepperoni
0.4231,CA,A,West,Pacific,Owned,Married,Retired,Refused,65+,Some college,"$40,000 but less than $50,000",Very conservative,Male,Pepperoni
0.9579,CA,A,West,Pacific,Rented,Married,Retired,71, ,Graduate school or more,"$75,000 but less than $100,000",Somewhat conservative,Male,Onions
0.25,CA,A,West,Pacific,Owned,Widowed,Retired,78, ,Graduated college,Refused,Somewhat conservative,Female,Pepperoni
1.0643,CA,B,West,Pacific,Owned,Married,Full-time,64, ,Graduated college,"$75,000 but less than $100,000",Somewhat conservative,Female,Sausage
0.7837,OR,B,West,Pacific,Owned,Married,Retired,62, ,Some college,"$75,000 but less than $100,000",Moderate,Female,Pepperoni
0.7378,CA,C,West,Pacific,Owned,Married,Retired,70, ,Graduated college,"$75,000 but less than $100,000",Somewhat conservative,Male,Pepperoni
0.2615,WA,A,West,Pacific,Rented,Widowed,Retired,92, ,Graduate school or more,"$50,000 but less than $75,000",Somewhat conservative,Female,Don't eat pizza
0.278,WA,D,West,Pacific,Owned,"Single, that is never married",Disabled/Handicapped,29, ,Some college,"Less than $15,000",Moderate,Male,Pepperoni
0.5174,MT,D,West,Mountain,Rented,Divorced,Retired,Refused,50-64,High school graduate,"Less than $15,000",Moderate,Male,Pepperoni
0.6219,NE,D,North Central,West North Central,Owned,Married,Full-time,52, ,Graduated college,"$15,000 but less than $25,000",Somewhat conservative,Female,Sausage
1.1433,CO,B,West,Mountain,Owned,Married,Part-time,60, ,Graduated college,"$50,000 but less than $75,000",Moderate,Female,Mushrooms
1.2708,WA,B,West,Pacific,Owned,Married,Retired,59, ,High school graduate,Refused,Moderate,Female,Sausage
0.8809,AK,D,West,Pacific,Owned,Married,Retired,70, ,High school graduate,"$30,000 but less than $40,000",Don't know,Male,Pepperoni
0.4149,UT,C,West,Mountain,Owned,Married,Retired,86, ,Some college,"$40,000 but less than $50,000",Very conservative,Male,Pepperoni
0.4028,AK,D,West,Pacific,Owned,Married,Full-time,69, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Female,Don't know/no answer
0.593,MT,C,West,Mountain,Owned,Separated,Retired,66, ,Some college,"$50,000 but less than $75,000",Very conservative,Male,Pepperoni
0.4099,CA,A,West,Pacific,Rented,"Single, that is never married",Part-time,70, ,Some college,"Less than $15,000",Moderate,Female,Mushrooms
0.509,AZ,B,West,Mountain,Rented,"Single, living with a partner",Disabled/Handicapped,56, ,Some college,"$15,000 but less than $25,000",Moderate,Female,Sausage
0.5562,CA,A,West,Pacific,Owned,Married,Full-time,69, ,Some college,"$150,000 to under $200,000",Very liberal,Male,Sausage
1.0988,CA,A,West,Pacific,Owned,Married,Full-time,62, ,Some college,"$75,000 but less than $100,000",Very conservative,Male,Sausage
1.7208,CA,A,West,Pacific,Owned,"Single, living with a partner",Full-time,26, ,Some college,"$50,000 but less than $75,000",Somewhat conservative,Female,Sausage
0.499,CA,A,West,Pacific,Owned,"Single, living with a partner",Disabled/Handicapped,55, ,Some college,"Less than $15,000",Moderate,Male,Pepperoni
0.379,OR,B,West,Pacific,Owned,Widowed,Retired,74, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Pepperoni
1.1775,WA,C,West,Pacific,Owned,Married,Full-time,62, ,Graduate school or more,"$50,000 but less than $75,000",Moderate,Female,Sausage
0.403,CA,A,West,Pacific,Owned,Widowed,Part-time,67, ,Some college,"$15,000 but less than $25,000",Moderate,Female,Sausage
1.8415,CA,B,West,Pacific,Owned,Married,Full-time,42, ,Graduated college,"$150,000 to under $200,000",Somewhat liberal,Female,Mushrooms
